,Name,Overall,Value,Wage,Release Clause,Age,log_value,predicted_log_value,value_difference
1423,V. Eysseric,76,9000000,53000,16000000,26,16.012735135300492,15.460304850986127,-0.5524302843143651
169,L. Goretzka,83,34000000,85000,58700000,23,17.341871082580436,16.790089020653916,-0.5517820619265201
164,K. Coman,83,34000000,85000,58700000,22,17.341871082580436,16.790089020653916,-0.5517820619265201
161,N. Keïta,83,34000000,120000,67200000,23,17.341871082580436,16.790089020653916,-0.5517820619265201
162,C. Tolisso,83,34000000,85000,58700000,23,17.341871082580436,16.790089020653916,-0.5517820619265201
56,Bernardo Silva,86,59500000,180000,114500000,23,17.901486870515857,17.359996521940108,-0.5414903485757492
380,M. Lanzini,81,23000000,90000,45400000,25,16.951004773893423,16.41015068646312,-0.5408540874303043
729,M. Lazzari,78,13000000,15000,24400000,24,16.38045991542581,15.840243185176924,-0.5402167302488863
812,Y. Poulsen,78,13000000,48000,23100000,24,16.38045991542581,15.840243185176924,-0.5402167302488863
766,Pablo Maffeo,78,13000000,24000,24700000,20,16.38045991542581,15.840243185176924,-0.5402167302488863
853,O. Özyakup,78,13000000,47000,25700000,25,16.38045991542581,15.840243185176924,-0.5402167302488863
752,Trezeguet,78,13000000,15000,27000000,23,16.38045991542581,15.840243185176924,-0.5402167302488863
762,W. Weghorst,78,13000000,48000,23100000,25,16.38045991542581,15.840243185176924,-0.5402167302488863
784,E. Rigoni,78,13000000,29000,23100000,25,16.38045991542581,15.840243185176924,-0.5402167302488863
743,João Novais,78,13000000,15000,27000000,24,16.38045991542581,15.840243185176924,-0.5402167302488863
745,F. Mendy,78,13000000,47000,27300000,23,16.38045991542581,15.840243185176924,-0.5402167302488863
844,J. Guidetti,78,13000000,29000,28300000,26,16.38045991542581,15.840243185176924,-0.5402167302488863
456,S. Haller,80,19000000,41000,33700000,24,16.759949537130716,16.22018151936772,-0.5397680177629951
114,Bruno Fernandes,84,40500000,22000,84000000,23,17.516812532076766,16.980058187749314,-0.5367543443274521
262,G. Kondogbia,82,27500000,46000,59800000,25,17.1296965626368,16.600119853558517,-0.529576709078281
651,Sérgio Oliveira,79,15500000,17000,32200000,26,16.556350581889475,16.030212352272322,-0.5261382296171533
611,D. Baselli,79,15500000,49000,27500000,26,16.556350581889475,16.030212352272322,-0.5261382296171533
574,B. Verbič,79,15500000,1000,33700000,24,16.556350581889475,16.030212352272322,-0.5261382296171533
653,C. Wilson,79,15500000,77000,30600000,26,16.556350581889475,16.030212352272322,-0.5261382296171533
600,R. Centurión,79,15500000,25000,24400000,25,16.556350581889475,16.030212352272322,-0.5261382296171533
639,H. Vanaken,79,15500000,27000,24400000,25,16.556350581889475,16.030212352272322,-0.5261382296171533
640,Campaña,79,15500000,28000,33700000,25,16.556350581889475,16.030212352272322,-0.5261382296171533
168,A. Rabiot,83,33000000,91000,63500000,23,17.312018119430753,16.790089020653916,-0.5219290987768375
173,Y. Carrasco,83,33000000,20000,73400000,24,17.312018119430753,16.790089020653916,-0.5219290987768375
183,Suso,83,33000000,115000,58600000,24,17.312018119430753,16.790089020653916,-0.5219290987768375
351,M. Sabitzer,81,22500000,54000,39900000,24,16.929025867174648,16.41015068646312,-0.5188751807115288
337,João Mário,81,22500000,71000,39900000,25,16.929025867174648,16.41015068646312,-0.5188751807115288
345,J. Martínez,81,22500000,14000,35400000,25,16.929025867174648,16.41015068646312,-0.5188751807115288
1039,Diego Llorente,77,10500000,22000,24200000,24,16.166885815127753,15.650274018081525,-0.5166117970462274
925,M. Gabbiadini,77,10500000,51000,20700000,26,16.166885815127753,15.650274018081525,-0.5166117970462274
1170,O. Abdulrahman,77,10500000,39000,18600000,26,16.166885815127753,15.650274018081525,-0.5166117970462274
915,J. Izquierdo,77,10500000,45000,20700000,25,16.166885815127753,15.650274018081525,-0.5166117970462274
1051,D. Pröpper,77,10500000,47000,20700000,26,16.166885815127753,15.650274018081525,-0.5166117970462274
1032,Djaniny,77,10500000,42000,18600000,27,16.166885815127753,15.650274018081525,-0.5166117970462274
958,Jorge Meré,77,10500000,15000,17900000,21,16.166885815127753,15.650274018081525,-0.5166117970462274
1064,O. Yokuşlu,77,10500000,19000,24200000,24,16.166885815127753,15.650274018081525,-0.5166117970462274
1125,D. Ginczek,77,10500000,46000,18600000,27,16.166885815127753,15.650274018081525,-0.5166117970462274
974,L. Dubois,77,10500000,44000,22100000,23,16.166885815127753,15.650274018081525,-0.5166117970462274
1061,G. Dzhikiya,77,10500000,1000,24200000,24,16.166885815127753,15.650274018081525,-0.5166117970462274
1173,Angeliño,77,10500000,11000,16800000,21,16.166885815127753,15.650274018081525,-0.5166117970462274
1116,F. Ferreyra,77,10500000,14000,21800000,27,16.166885815127753,15.650274018081525,-0.5166117970462274
1026,Yeray,77,10500000,19000,24200000,23,16.166885815127753,15.650274018081525,-0.5166117970462274
1040,C. Wood,77,10500000,56000,20700000,26,16.166885815127753,15.650274018081525,-0.5166117970462274
1178,Bruno Viana,77,10500000,12000,23100000,23,16.166885815127753,15.650274018081525,-0.5166117970462274
1080,R. Brady,77,10500000,52000,20700000,26,16.166885815127753,15.650274018081525,-0.5166117970462274
934,G. Conti,77,10500000,10000,23100000,23,16.166885815127753,15.650274018081525,-0.5166117970462274
1095,N. Jørgensen,77,10500000,17000,15500000,27,16.166885815127753,15.650274018081525,-0.5166117970462274
1189,R. Funes Mori,77,10500000,49000,18600000,27,16.166885815127753,15.650274018081525,-0.5166117970462274
1018,Rúben Vezo,77,10500000,26000,24200000,24,16.166885815127753,15.650274018081525,-0.5166117970462274
417,Odriozola,80,18500000,115000,41600000,22,16.733281290048552,16.22018151936772,-0.5130997706808316
436,Rafa,80,18500000,17000,38400000,25,16.733281290048552,16.22018151936772,-0.5130997706808316
501,Muniain,80,18500000,31000,40200000,25,16.733281290048552,16.22018151936772,-0.5130997706808316
469,Deulofeu,80,18500000,56000,36500000,24,16.733281290048552,16.22018151936772,-0.5130997706808316
280,M. Götze,82,27000000,67000,47900000,26,17.111347423968603,16.600119853558517,-0.5112275704100853
226,M. de Ligt,82,27000000,11000,43200000,18,17.111347423968603,16.600119853558517,-0.5112275704100853
184,J. Draxler,83,32500000,91000,62600000,24,17.296750647299966,16.790089020653916,-0.50666162664605
171,H. Ziyech,83,32500000,28000,47900000,25,17.296750647299966,16.790089020653916,-0.50666162664605
786,W. Barrios,78,12500000,20000,20000000,24,16.34123920227253,15.840243185176924,-0.5009960170956056
742,B. Chilwell,78,12500000,43000,26300000,21,16.34123920227253,15.840243185176924,-0.5009960170956056
772,M. Meza,78,12500000,23000,18400000,25,16.34123920227253,15.840243185176924,-0.5009960170956056
759,A. Marušić,78,12500000,46000,22200000,25,16.34123920227253,15.840243185176924,-0.5009960170956056
884,J. Shelvey,78,12500000,50000,24700000,26,16.34123920227253,15.840243185176924,-0.5009960170956056
767,Y. Mina,78,12500000,68000,26300000,23,16.34123920227253,15.840243185176924,-0.5009960170956056
821,N. Füllkrug,78,12500000,38000,23400000,25,16.34123920227253,15.840243185176924,-0.5009960170956056
816,Leo Baptistao,78,12500000,29000,27200000,25,16.34123920227253,15.840243185176924,-0.5009960170956056
795,Ricardo Esgaio,78,12500000,16000,25900000,25,16.34123920227253,15.840243185176924,-0.5009960170956056
790,D. Laxalt,78,12500000,76000,22200000,25,16.34123920227253,15.840243185176924,-0.5009960170956056
741,P. Lees-Melou,78,12500000,33000,24700000,25,16.34123920227253,15.840243185176924,-0.5009960170956056
122,F. Thauvin,84,39000000,72000,77000000,25,17.47907220409392,16.980058187749314,-0.4990140163446064
361,K. Volland,81,22000000,76000,39100000,25,16.90655301132259,16.41015068646312,-0.49640232485947067
347,A. Plea,81,22000000,40000,39100000,25,16.90655301132259,16.41015068646312,-0.49640232485947067
364,G. Xhaka,81,22000000,115000,43500000,25,16.90655301132259,16.41015068646312,-0.49640232485947067
1534,O. Colley,76,8500000,28000,15100000,25,15.955576721460545,15.460304850986127,-0.49527187047441856
1286,Jordi Amat,76,8500000,18000,19300000,26,15.955576721460545,15.460304850986127,-0.49527187047441856
1521,M. Arambarri,76,8500000,18000,18500000,22,15.955576721460545,15.460304850986127,-0.49527187047441856
1427,T. Baumgartl,76,8500000,25000,15100000,22,15.955576721460545,15.460304850986127,-0.49527187047441856
1330,A. Izzo,76,8500000,36000,15100000,26,15.955576721460545,15.460304850986127,-0.49527187047441856
1406,D. Dumfries,76,8500000,13000,12500000,22,15.955576721460545,15.460304850986127,-0.49527187047441856
1267,I. Ordets,76,8500000,1000,18500000,25,15.955576721460545,15.460304850986127,-0.49527187047441856
1499,Rodrigo Ely,76,8500000,18000,18500000,24,15.955576721460545,15.460304850986127,-0.49527187047441856
1400,A. Knockaert,76,8500000,44000,16200000,26,15.955576721460545,15.460304850986127,-0.49527187047441856
1390,Pedro Henrique,76,8500000,10000,18500000,25,15.955576721460545,15.460304850986127,-0.49527187047441856
1246,Junior Firpo,76,8500000,15000,18500000,21,15.955576721460545,15.460304850986127,-0.49527187047441856
1243,M. Uribe,76,8500000,54000,15100000,27,15.955576721460545,15.460304850986127,-0.49527187047441856
1401,Douglas Santos,76,8500000,12000,14200000,24,15.955576721460545,15.460304850986127,-0.49527187047441856
1238,Dalbert,76,8500000,41000,15100000,24,15.955576721460545,15.460304850986127,-0.49527187047441856
1303,C. Hérelle,76,8500000,26000,16800000,25,15.955576721460545,15.460304850986127,-0.49527187047441856
1494,W. Hoedt,76,8500000,34000,16800000,24,15.955576721460545,15.460304850986127,-0.49527187047441856
1314,N. Chalobah,76,8500000,38000,16800000,23,15.955576721460545,15.460304850986127,-0.49527187047441856
1321,Rubén Duarte,76,8500000,18000,18500000,22,15.955576721460545,15.460304850986127,-0.49527187047441856
1217,D. Reyes,76,8500000,48000,16800000,25,15.955576721460545,15.460304850986127,-0.49527187047441856
1481,S. Gigot,76,8500000,1000,18500000,24,15.955576721460545,15.460304850986127,-0.49527187047441856
1305,O. Selnæs,76,8500000,24000,16800000,23,15.955576721460545,15.460304850986127,-0.49527187047441856
1424,C. Salcedo,76,8500000,25000,15100000,24,15.955576721460545,15.460304850986127,-0.49527187047441856
1472,J. Forrest,76,8500000,48000,15300000,26,15.955576721460545,15.460304850986127,-0.49527187047441856
1207,David Juncà,76,8500000,18000,18500000,24,15.955576721460545,15.460304850986127,-0.49527187047441856
1475,R. Durmisi,76,8500000,33000,15100000,24,15.955576721460545,15.460304850986127,-0.49527187047441856
1547,D. Yedlin,76,8500000,34000,16800000,24,15.955576721460545,15.460304850986127,-0.49527187047441856
1457,Aritz Elustondo,76,8500000,21000,18500000,24,15.955576721460545,15.460304850986127,-0.49527187047441856
1431,S. Kverkvelia,76,8500000,1000,18500000,26,15.955576721460545,15.460304850986127,-0.49527187047441856
597,R. Zobnin,79,15000000,1000,34500000,24,16.523560759066484,16.030212352272322,-0.49334840679416203
622,D. Klaassen,79,15000000,32000,26600000,25,16.523560759066484,16.030212352272322,-0.49334840679416203
671,J. Wilshere,79,15000000,83000,29600000,26,16.523560759066484,16.030212352272322,-0.49334840679416203
603,J. Hofmann,79,15000000,32000,26600000,25,16.523560759066484,16.030212352272322,-0.49334840679416203
556,Rúben Dias,79,15000000,10000,33000000,21,16.523560759066484,16.030212352272322,-0.49334840679416203
638,S. Berghuis,79,15000000,20000,22100000,26,16.523560759066484,16.030212352272322,-0.49334840679416203
576,A. Diallo,79,15000000,43000,28500000,22,16.523560759066484,16.030212352272322,-0.49334840679416203
580,K. Toko-Ekambi,79,15000000,38000,32600000,25,16.523560759066484,16.030212352272322,-0.49334840679416203
254,J. Lingard,82,26500000,140000,51000000,25,17.09265529095645,16.600119853558517,-0.49253543739793315
248,A. Romagnoli,82,26500000,84000,50400000,23,17.09265529095645,16.600119853558517,-0.49253543739793315
250,Fred,82,26500000,140000,51000000,25,17.09265529095645,16.600119853558517,-0.49253543739793315
275,Willian José,82,26500000,44000,57600000,26,17.09265529095645,16.600119853558517,-0.49253543739793315
174,Gerard Moreno,83,32000000,53000,69600000,26,17.281246460764002,16.790089020653916,-0.49115744011008644
60,R. Sterling,86,56500000,195000,108800000,23,17.84975119611667,17.359996521940108,-0.48975467417656304
480,V. Aboubakar,80,18000000,19000,37400000,26,16.70588231586044,16.22018151936772,-0.48570079649271847
77,M. Škriniar,85,46500000,82000,88400000,23,17.654962870557586,17.17002735484471,-0.48493551571287696
185,Felipe Anderson,83,31500000,110000,62200000,25,17.26549810379586,16.790089020653916,-0.47540908314194397
268,C. Bakambu,82,26000000,33000,59200000,27,17.073607095985757,16.600119853558517,-0.4734872424272396
269,Pablo Sarabia,82,26000000,26000,56600000,26,17.073607095985757,16.600119853558517,-0.4734872424272396
240,A. Kramarić,82,26000000,54000,46200000,27,17.073607095985757,16.600119853558517,-0.4734872424272396
239,C. Lenglet,82,26000000,135000,58500000,23,17.073607095985757,16.600119853558517,-0.4734872424272396
253,E. Forsberg,82,26000000,67000,46200000,26,17.073607095985757,16.600119853558517,-0.4734872424272396
355,T. Hazard,81,21500000,40000,38200000,25,16.883563493097892,16.41015068646312,-0.4734128066347729
336,A. Christensen,81,21500000,91000,44100000,22,16.883563493097892,16.41015068646312,-0.4734128066347729
371,J. Corona,81,21500000,18000,44600000,25,16.883563493097892,16.41015068646312,-0.4734128066347729
121,Jorginho,84,38000000,155000,73200000,26,17.45309671769066,16.980058187749314,-0.4730385299413449
25,K. Mbappé,88,81000000,100000,166100000,19,18.209959712636714,17.739934856130905,-0.47002485650580894
1138,L. Augustinsson,77,10000000,22000,17800000,24,16.11809565095832,15.650274018081525,-0.46782163287679523
1033,Wallace,77,10000000,35000,17800000,23,16.11809565095832,15.650274018081525,-0.46782163287679523
914,J. Hendrix,77,10000000,13000,14800000,23,16.11809565095832,15.650274018081525,-0.46782163287679523
1017,E. Skhiri,77,10000000,21000,20800000,23,16.11809565095832,15.650274018081525,-0.46782163287679523
1197,G. Escalante,77,10000000,21000,21800000,25,16.11809565095832,15.650274018081525,-0.46782163287679523
1196,M. Weiser,77,10000000,43000,17800000,24,16.11809565095832,15.650274018081525,-0.46782163287679523
916,S. Sydorchuk,77,10000000,1000,21800000,27,16.11809565095832,15.650274018081525,-0.46782163287679523
1181,D. Kohr,77,10000000,43000,17800000,24,16.11809565095832,15.650274018081525,-0.46782163287679523
1187,Otávio,77,10000000,32000,19800000,24,16.11809565095832,15.650274018081525,-0.46782163287679523
931,J. Amavi,77,10000000,34000,19800000,24,16.11809565095832,15.650274018081525,-0.46782163287679523
1042,E. Pulgar,77,10000000,26000,17800000,24,16.11809565095832,15.650274018081525,-0.46782163287679523
944,P. Groß,77,10000000,47000,19800000,27,16.11809565095832,15.650274018081525,-0.46782163287679523
1130,K. Mbabu,77,10000000,19000,17000000,23,16.11809565095832,15.650274018081525,-0.46782163287679523
917,C. Grenier,77,10000000,32000,19800000,27,16.11809565095832,15.650274018081525,-0.46782163287679523
63,M. Verratti,86,55000000,135000,105900000,25,17.822843743196746,17.359996521940108,-0.4628472212566379
764,M. Nakamba,78,12000000,20000,18900000,24,16.300417207752275,15.840243185176924,-0.46017402257535167
733,S. Ascacíbar,78,12000000,24000,22800000,21,16.300417207752275,15.840243185176924,-0.46017402257535167
747,Soares,78,12000000,17000,24900000,27,16.300417207752275,15.840243185176924,-0.46017402257535167
792,N. Stark,78,12000000,24000,22800000,23,16.300417207752275,15.840243185176924,-0.46017402257535167
830,J. Lascelles,78,12000000,39000,23700000,24,16.300417207752275,15.840243185176924,-0.46017402257535167
831,T. Kongolo,78,12000000,39000,23700000,24,16.300417207752275,15.840243185176924,-0.46017402257535167
828,Pozuelo,78,12000000,19000,18900000,26,16.300417207752275,15.840243185176924,-0.46017402257535167
594,J. Gbamin,79,14500000,26000,27200000,22,16.489659207390805,16.030212352272322,-0.4594468551184825
608,Roger,79,14500000,32000,31500000,27,16.489659207390805,16.030212352272322,-0.4594468551184825
621,Zé Luís,79,14500000,1000,31500000,27,16.489659207390805,16.030212352272322,-0.4594468551184825
659,C. Tosun,79,14500000,105000,28600000,27,16.489659207390805,16.030212352272322,-0.4594468551184825
604,N. Aké,79,14500000,55000,28600000,23,16.489659207390805,16.030212352272322,-0.4594468551184825
572,L. Tousart,79,14500000,43000,28600000,21,16.489659207390805,16.030212352272322,-0.4594468551184825
584,V. Lindelöf,79,14500000,91000,29700000,23,16.489659207390805,16.030212352272322,-0.4594468551184825
583,J. Weigl,79,14500000,43000,25700000,22,16.489659207390805,16.030212352272322,-0.4594468551184825
641,M. van Ginkel,79,14500000,98000,27900000,25,16.489659207390805,16.030212352272322,-0.4594468551184825
663,Ricardo Goulart,79,14500000,25000,33000000,27,16.489659207390805,16.030212352272322,-0.4594468551184825
587,R. Battaglia,79,14500000,17000,30100000,26,16.489659207390805,16.030212352272322,-0.4594468551184825
595,J. Lerma,79,14500000,55000,28600000,23,16.489659207390805,16.030212352272322,-0.4594468551184825
186,Lucas Moura,83,31000000,115000,59700000,25,17.24949776244942,16.790089020653916,-0.45940874179550306
476,M. Uth,80,17500000,42000,31100000,26,16.67771143889374,16.22018151936772,-0.45752991952602073
459,Portu,80,17500000,37000,38100000,26,16.67771143889374,16.22018151936772,-0.45752991952602073
457,Bernard,80,17500000,97000,34600000,25,16.67771143889374,16.22018151936772,-0.45752991952602073
432,M. Caldara,80,17500000,73000,33300000,24,16.67771143889374,16.22018151936772,-0.45752991952602073
479,L. Muriel,80,17500000,24000,38100000,27,16.67771143889374,16.22018151936772,-0.45752991952602073
424,B. Pavard,80,17500000,33000,33300000,22,16.67771143889374,16.22018151936772,-0.45752991952602073
249,T. Partey,82,25500000,59000,57400000,25,17.054189010128656,16.600119853558517,-0.4540691565701387
247,João Cancelo,82,25500000,95000,47200000,24,17.054189010128656,16.600119853558517,-0.4540691565701387
238,L. Hernández,82,25500000,53000,57400000,22,17.054189010128656,16.600119853558517,-0.4540691565701387
86,Koke,85,45000000,88000,95600000,26,17.622173047734595,17.17002735484471,-0.4521456928898857
87,A. Lacazette,85,45000000,180000,88900000,27,17.622173047734595,17.17002735484471,-0.4521456928898857
327,E. Bailly,81,21000000,105000,43100000,24,16.860032995687696,16.41015068646312,-0.44988230922457717
395,E. Lamela,81,21000000,105000,40400000,26,16.860032995687696,16.41015068646312,-0.44988230922457717
322,M. Akanji,81,21000000,49000,39900000,22,16.860032995687696,16.41015068646312,-0.44988230922457717
376,S. El Shaarawy,81,21000000,77000,37300000,25,16.860032995687696,16.41015068646312,-0.44988230922457717
125,H. Son,84,37000000,125000,71200000,25,17.4264284706085,16.980058187749314,-0.4463702828591849
205,Oscar,83,30500000,29000,69400000,26,17.23323724157764,16.790089020653916,-0.4431482209237245
193,Rodrigo,83,30500000,57000,66300000,27,17.23323724157764,16.790089020653916,-0.4431482209237245
170,Q. Promes,83,30500000,28000,66300000,26,17.23323724157764,16.790089020653916,-0.4431482209237245
160,P. Kimpembe,83,30500000,82000,62500000,22,17.23323724157764,16.790089020653916,-0.4431482209237245
1222,A. Touré,76,8000000,20000,15800000,24,15.89495209964411,15.460304850986127,-0.4346472486579831
1380,Thiago Mendes,76,8000000,28000,16600000,26,15.89495209964411,15.460304850986127,-0.4346472486579831
1227,R. Knoche,76,8000000,36000,14200000,26,15.89495209964411,15.460304850986127,-0.4346472486579831
1413,Alan Carvalho,76,8000000,21000,17600000,28,15.89495209964411,15.460304850986127,-0.4346472486579831
1452,J. Willems,76,8000000,25000,14200000,24,15.89495209964411,15.460304850986127,-0.4346472486579831
1373,J. Altidore,76,8000000,10000,12000000,28,15.89495209964411,15.460304850986127,-0.4346472486579831
1384,Eraso,76,8000000,29000,16800000,28,15.89495209964411,15.460304850986127,-0.4346472486579831
1442,Recio,76,8000000,26000,17400000,27,15.89495209964411,15.460304850986127,-0.4346472486579831
1228,O. Vlachodimos,76,8000000,7000,17600000,24,15.89495209964411,15.460304850986127,-0.4346472486579831
1206,N. Blandi,76,8000000,23000,12000000,28,15.89495209964411,15.460304850986127,-0.4346472486579831
1415,Maicón,76,8000000,19000,16000000,28,15.89495209964411,15.460304850986127,-0.4346472486579831
1432,Rubén Blanco,76,8000000,14000,18400000,22,15.89495209964411,15.460304850986127,-0.4346472486579831
1404,E. Valencia,76,8000000,55000,12800000,28,15.89495209964411,15.460304850986127,-0.4346472486579831
1362,G. Lapadula,76,8000000,20000,13600000,28,15.89495209964411,15.460304850986127,-0.4346472486579831
1293,Josué,76,8000000,19000,16000000,27,15.89495209964411,15.460304850986127,-0.4346472486579831
1292,M. Destro,76,8000000,33000,13600000,27,15.89495209964411,15.460304850986127,-0.4346472486579831
1568,Diego Rico,76,8000000,49000,15800000,25,15.89495209964411,15.460304850986127,-0.4346472486579831
1289,O. El Kaddouri,76,8000000,1000,16800000,27,15.89495209964411,15.460304850986127,-0.4346472486579831
1285,L. Rupp,76,8000000,32000,13600000,27,15.89495209964411,15.460304850986127,-0.4346472486579831
1320,M. de Roon,76,8000000,26000,13600000,27,15.89495209964411,15.460304850986127,-0.4346472486579831
1322,Y. Ōsako,76,8000000,30000,13600000,28,15.89495209964411,15.460304850986127,-0.4346472486579831
1276,C. Benteke,76,8000000,53000,15200000,27,15.89495209964411,15.460304850986127,-0.4346472486579831
1234,A. Barnes,76,8000000,55000,15200000,28,15.89495209964411,15.460304850986127,-0.4346472486579831
1326,S. Meïté,76,8000000,31000,14200000,24,15.89495209964411,15.460304850986127,-0.4346472486579831
1331,A. Paloschi,76,8000000,17000,14400000,28,15.89495209964411,15.460304850986127,-0.4346472486579831
1566,M. Antonio,76,8000000,69000,15200000,28,15.89495209964411,15.460304850986127,-0.4346472486579831
1300,E. Vargas,76,8000000,55000,12800000,28,15.89495209964411,15.460304850986127,-0.4346472486579831
1471,J. Montero,76,8000000,30000,15200000,28,15.89495209964411,15.460304850986127,-0.4346472486579831
1482,I. Brizuela,76,8000000,36000,13600000,27,15.89495209964411,15.460304850986127,-0.4346472486579831
1355,A. Mehmedi,76,8000000,40000,13600000,27,15.89495209964411,15.460304850986127,-0.4346472486579831
1561,L. Holtby,76,8000000,16000,12800000,27,15.89495209964411,15.460304850986127,-0.4346472486579831
1346,M. Albrighton,76,8000000,60000,15200000,28,15.89495209964411,15.460304850986127,-0.4346472486579831
1250,S. Vokes,76,8000000,55000,15200000,28,15.89495209964411,15.460304850986127,-0.4346472486579831
1341,N. Vukčević,76,8000000,21000,17400000,26,15.89495209964411,15.460304850986127,-0.4346472486579831
1335,G. Kakuta,76,8000000,20000,17600000,27,15.89495209964411,15.460304850986127,-0.4346472486579831
1559,R. Ruidíaz,76,8000000,10000,12000000,27,15.89495209964411,15.460304850986127,-0.4346472486579831
1342,F. Borini,76,8000000,76000,13600000,27,15.89495209964411,15.460304850986127,-0.4346472486579831
1211,M. Phillips,76,8000000,34000,15200000,27,15.89495209964411,15.460304850986127,-0.4346472486579831
289,A. Ramsey,82,25000000,130000,49400000,27,17.034386382832476,16.600119853558517,-0.4342665292739589
235,L. Torreira,82,25000000,98000,49400000,22,17.034386382832476,16.600119853558517,-0.4342665292739589
115,N. Süle,84,36500000,84000,67500000,22,17.41282281855272,16.980058187749314,-0.43276463080340477
43,M. Icardi,87,64500000,130000,114500000,25,17.982175781766,17.549965689035506,-0.43221009273049305
425,W. Ndidi,80,17000000,50000,33600000,21,16.64872390202049,16.22018151936772,-0.42854238265276834
178,Manu Trigueros,83,30000000,49000,65300000,26,17.216707939626428,16.790089020653916,-0.4266189189725118
61,Roberto Firmino,86,53000000,195000,104700000,26,17.785802471516394,17.359996521940108,-0.4258059495762865
342,Grimaldo,81,20500000,14000,45100000,22,16.835935444108635,16.41015068646312,-0.42578475764551627
331,J. Seri,81,20500000,73000,40500000,26,16.835935444108635,16.41015068646312,-0.42578475764551627
45,P. Pogba,87,64000000,210000,123200000,25,17.974393641323946,17.549965689035506,-0.42442795228843977
612,K. Rekik,79,14000000,26000,24900000,23,16.454567887579532,16.030212352272322,-0.4243555353072104
619,J. Brooks,79,14000000,44000,24900000,25,16.454567887579532,16.030212352272322,-0.4243555353072104
626,J. Roussillon,79,14000000,44000,24900000,25,16.454567887579532,16.030212352272322,-0.4243555353072104
798,R. Gagliardini,78,11500000,46000,20400000,24,16.25785759333348,15.840243185176924,-0.41761440815655604
829,A. Trebel,78,11500000,23000,18100000,27,16.25785759333348,15.840243185176924,-0.41761440815655604
845,Sergi Gómez,78,11500000,17000,25000000,26,16.25785759333348,15.840243185176924,-0.41761440815655604
777,K. Tete,78,11500000,47000,22700000,22,16.25785759333348,15.840243185176924,-0.41761440815655604
1041,Formosandrinho,77,9500000,26000,18100000,26,16.06680235657077,15.650274018081525,-0.4165283384892433
1131,M. Hinteregger,77,9500000,23000,16900000,25,16.06680235657077,15.650274018081525,-0.4165283384892433
1121,P. Herrmann,77,9500000,29000,16200000,27,16.06680235657077,15.650274018081525,-0.4165283384892433
1025,R. Aguilar,77,9500000,23000,19700000,25,16.06680235657077,15.650274018081525,-0.4165283384892433
1067,Wendell,77,9500000,43000,16900000,24,16.06680235657077,15.650274018081525,-0.4165283384892433
957,Wilson Eduardo,77,9500000,17000,19000000,27,16.06680235657077,15.650274018081525,-0.4165283384892433
936,Garry Rodrigues,77,9500000,53000,18100000,27,16.06680235657077,15.650274018081525,-0.4165283384892433
933,D. Welbeck,77,9500000,95000,18100000,27,16.06680235657077,15.650274018081525,-0.4165283384892433
908,E. Çolak,77,9500000,27000,16200000,27,16.06680235657077,15.650274018081525,-0.4165283384892433
241,A. Robertson,82,24500000,98000,48400000,24,17.014183675514957,16.600119853558517,-0.4140638219564394
245,D. Rugani,82,24500000,95000,42300000,23,17.014183675514957,16.600119853558517,-0.4140638219564394
165,J. Tah,83,29500000,67000,52400000,22,17.19990082131005,16.790089020653916,-0.4098118006561329
58,S. Mané,86,52000000,195000,102700000,26,17.7667542765457,17.359996521940108,-0.40675775460559294
119,Marquinhos,84,35500000,90000,68300000,24,17.385043254445645,16.980058187749314,-0.40498506669633016
352,B. Mendy,81,20000000,105000,38500000,23,16.811242831518264,16.41015068646312,-0.401092145055145
324,Nélson Semedo,81,20000000,125000,42500000,24,16.811242831518264,16.41015068646312,-0.401092145055145
339,E. Hysaj,81,20000000,58000,35500000,24,16.811242831518264,16.41015068646312,-0.401092145055145
47,R. Lukaku,87,62500000,230000,120300000,25,17.95067711470663,17.549965689035506,-0.4007114256711226
454,L. Shaw,80,16500000,96000,31800000,22,16.61887093887081,16.22018151936772,-0.3986894195030892
443,Gayà,80,16500000,33000,35900000,23,16.61887093887081,16.22018151936772,-0.3986894195030892
464,Héctor Bellerín,80,16500000,85000,32600000,23,16.61887093887081,16.22018151936772,-0.3986894195030892
470,E. Dier,80,16500000,73000,31800000,24,16.61887093887081,16.22018151936772,-0.3986894195030892
367,S. Verdi,81,19500000,77000,33200000,25,16.785925023533974,16.41015068646312,-0.3757743370708546
344,A. Doucouré,81,19500000,60000,38500000,25,16.785925023533974,16.41015068646312,-0.3757743370708546
159,Louri Beretta,83,28500000,60000,54200000,26,17.16541464523888,16.790089020653916,-0.37532562458496344
177,Kepa,83,28500000,84000,58400000,23,17.16541464523888,16.790089020653916,-0.37532562458496344
182,J. Stones,83,28500000,125000,54900000,24,17.16541464523888,16.790089020653916,-0.37532562458496344
15,P. Dybala,89,89000000,205000,153500000,24,18.304146927696415,17.929904023226303,-0.3742429044701119
780,Jemerson,78,11000000,55000,21700000,25,16.213405830762646,15.840243185176924,-0.37316264558572243
858,V. Moses,78,11000000,105000,20400000,27,16.213405830762646,15.840243185176924,-0.37316264558572243
825,S. García,78,11000000,20000,16000000,27,16.213405830762646,15.840243185176924,-0.37316264558572243
797,P. Max,78,11000000,22000,19500000,24,16.213405830762646,15.840243185176924,-0.37316264558572243
